fp,gp,y0p,fc,gc,y0c
-4,,,-4.0024510764932621,,
-0.0016899395041796762,,,-0.0016909207551230095,,
0.56723741841373199,,,0.5675789300217986,,
-1.3877787807814457e-15,,,-1.3877787807814457e-15,,
-4,,,-4.0029678518168357,,
-0.0018687335594686975,,,-0.0018700601935139494,,
0.58657509936000995,,,0.58700404942728401,,
-1.2975731600306517e-15,,,-1.2975731600306517e-15,,
-4,,,-4.0035160184014256,,
-0.0020719222068954998,,,-0.0020736772678391236,,
0.60710757389476333,,,0.60763476136814409,,
8.2919782151691379e-16,,,8.2919782151691379e-16,,
-4,,,-4.0040819510664001,,
-0.0023033640621009334,,,-0.0023056415857920396,,
0.62891995162288195,,,0.6295551098570864,,
-1.5855372570428017e-15,,,-1.5855372570428017e-15,,
-4,,,-4.0046215365551916,,
-0.002567619978837895,,,-0.0025705062183141655,,
0.65210585478485728,,,0.65285248615282632,,
4.4825254619240695e-15,,,4.4825254619240695e-15,,
-4,,,-4.0050083342740646,,
-0.002870097754385314,,,-0.0028736039198221063,,
0.67676842319850994,,,0.67760892044665455,,
1.0408340855860843e-15,,,1.0408340855860843e-15,,
-4,,,-4.0050866926028306,,
-0.0032172303410285524,,,-0.0032212284971439198,,
0.70302146089814477,,,0.70390869541509449,,
-1.9324819522381631e-15,,,-1.9324819522381631e-15,,
-4,,,-4.0048434173196785,,
-0.0036166962124355396,,,-0.0036209781235170568,,
0.73099074854578039,,,0.73186931409350331,,
1.5022705301959149e-15,,,1.5022705301959149e-15,,
-4,,,-4.0042852570258667,,
-0.0040776929080428032,,,-0.0040819615270936277,,
0.76081555058791606,,,0.76162440975670398,,
-2.2828960943854781e-15,,,-2.2828960943854781e-15,,
-4,,,-4.0033874087224,,
-0.0046112782338810559,,,-0.0046150834567470385,,
0.7926503509893108,,,0.7933158926859093,,
3.3376079677793768e-15,,,3.3376079677793768e-15,,
-4,,,-4.0015399533330047,,
-0.0052307976754783405,,,-0.0052327190020598638,,
