fp,gp,y0p,fc,gc,y0c
0,8.6635396629715834e-18,0,0,8.6635396629715834e-18,-3.9728789611535888e-05
-0.80014724448769159,-8.8483467182491352e-17,0,-0.85723135887113056,-8.8483467182491352e-17,-0.00065877416665676032
-1.4333477342743195,0,0,-1.4494590653783257,0,0
7.4725419011009316e-14,-5.068351656673892e-17,0,0.00025005441409051843,-5.068351656673892e-17,9.5810091081772935e-05
4.8517734798939729e-12,-1.2753395744656848e-16,0,-0.00057257899459275594,-1.2753395744656848e-16,0.00060927965821914608
0,0,0,0,0,0
2.3344711352603231e-10,-1.5851481453881871e-18,0,2.3344711352603231e-10,-1.5851481453881871e-18,-3.9189537977517298e-05
2.9993369911017476e-06,-2.6764308856127073e-16,0,2.9993369911017476e-06,-2.6764308856127073e-16,-0.00065809008133312931
0,0,0,0,0,0
-4.0642965243725682e-06,2.735854952157004e-17,0,-4.0642965243725682e-06,2.735854952157004e-17,9.3008213878802962e-05
-8.9842297841924434e-05,6.8201515797879959e-16,0,-8.9842297841924434e-05,6.8201515797879959e-16,0.00060611589720776691
0,0,0,0,0,0
-7.7815704509065662e-11,-2.0118498232304996e-17,0,-7.7815704509065662e-11,-2.0118498232304996e-17,-3.7915429062254352e-05
-9.9977936470624362e-07,1.0671087203565828e-16,0,-9.9977936470624362e-07,1.0671087203565828e-16,-0.00065822689839785549
0,0,0,0,0,0
1.3547655081259241e-06,9.4048234293335583e-17,0,1.3547655081259241e-06,9.4048234293335583e-17,8.6970559650891929e-05
2.99474326139193e-05,5.2057508978192371e-17,0,2.99474326139193e-05,5.2057508978192371e-17,0.00060772670436825453
0,0,0,0,0,0
-0.80014724448769159,-2.2887552791010699e-17,0,-0.85723133768763637,-2.2887552791010699e-17,-3.5800108975588776e-05
