fp,gp,y0p,fc,gc,y0c,fw,gw,y0w
0.00018579876460014772,,,-5.5723459498451931e-05,,,0.0049956400784992227,,
0.00026676314107715185,,,-7.9995394657897246e-05,,,0.059597278072852637,,
3.2746238428726498e-05,,,-9.8556597542798604e-06,,,-0.033952299495212078,,
-3.317859782072594e-05,,,9.9559043687660951e-06,,,0.065351862374769323,,
7.6107592701856082e-05,,,-2.2831366697609522e-05,,,-0.030830693253541066,,
0.00010927252501932556,,,-3.2776214387273843e-05,,,-0.014478329708356427,,
1.3413676478505166e-05,,,-4.0381120657397066e-06,,,0.027597407741093434,,
-8.7290820790488771e-05,,,2.6178963481170479e-05,,,0.051581686281861744,,
-0.00017724191324319414,,,5.3148903425945991e-05,,,-0.062830563585300273,,
-2.1757184116358043e-05,,,6.5481034435761492e-06,,,0.0036494801282011017,,
-0.00017994281437399897,,,5.3951852156313516e-05,,,0.064399983545351758,,
-3.1238061758440201e-05,,,9.4003153566033185e-06,,,-0.064897713710058327,,
-2.7116369702513173e-06,,,8.1891290977967682e-07,,,0.073523246132940187,,
-1.0122723660176726e-11,,,3.0481858072656284e-13,,,0.27178943923796284,,
1.2502669153721498e-11,,,4.8107153941837273e-12,,,0.1177671036591566,,
-9.7255216549795284e-12,,,-1.5540460900497107e-12,,,-0.17659414765655312,,
